FIPS Code,State/Area,Year,Month,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area
17,Illinois,2012,3,"9,980,816   ","6,574,536   ",65.9,"5,981,261   ",59.9,"593,275   ",9.0
18,Indiana,2012,3,"5,023,170   ","3,180,618   ",63.3,"2,919,810   ",58.1,"260,808   ",8.2
19,Iowa,2012,3,"2,385,211   ","1,662,015   ",69.7,"1,576,690   ",66.1,"85,325   ",5.1
20,Kansas,2012,3,"2,170,593   ","1,490,738   ",68.7,"1,403,751   ",64.7,"86,987   ",5.8
21,Kentucky,2012,3,"3,383,526   ","2,048,252   ",60.5,"1,879,434   ",55.5,"168,818   ",8.2
22,Louisiana,2012,3,"3,495,696   ","2,089,768   ",59.8,"1,943,114   ",55.6,"146,654   ",7.0
23,Maine,2012,3,"1,081,497   ","699,718   ",64.7,"649,374   ",60.0,"50,344   ",7.2
24,Maryland,2012,3,"4,587,822   ","3,108,973   ",67.8,"2,895,102   ",63.1,"213,871   ",6.9
25,Massachusetts,2012,3,"5,334,673   ","3,500,416   ",65.6,"3,266,409   ",61.2,"234,007   ",6.7
26,Michigan,2012,3,"7,780,449   ","4,674,978   ",60.1,"4,251,685   ",54.6,"423,293   ",9.1
27,Minnesota,2012,3,"4,173,907   ","2,943,537   ",70.5,"2,775,538   ",66.5,"167,999   ",5.7
28,Mississippi,2012,3,"2,251,220   ","1,332,365   ",59.2,"1,213,667   ",53.9,"118,698   ",8.9
29,Missouri,2012,3,"4,663,809   ","3,004,112   ",64.4,"2,783,008   ",59.7,"221,104   ",7.4
30,Montana,2012,3,"788,963   ","504,449   ",63.9,"474,559   ",60.1,"29,890   ",5.9
31,Nebraska,2012,3,"1,407,566   ","1,008,820   ",71.7,"969,077   ",68.8,"39,743   ",3.9
32,Nevada,2012,3,"2,113,359   ","1,363,757   ",64.5,"1,199,248   ",56.7,"164,509   ",12.1
33,New Hampshire,2012,3,"1,066,181   ","738,277   ",69.2,"699,419   ",65.6,"38,858   ",5.3
34,New Jersey,2012,3,"6,938,932   ","4,572,304   ",65.9,"4,143,868   ",59.7,"428,436   ",9.4
35,New Mexico,2012,3,"1,590,566   ","926,490   ",58.2,"861,751   ",54.2,"64,739   ",7.0
36,New York,2012,3,"15,539,464   ","9,575,456   ",61.6,"8,742,131   ",56.3,"833,325   ",8.7
37,North Carolina,2012,3,"7,477,813   ","4,690,963   ",62.7,"4,245,775   ",56.8,"445,188   ",9.5
38,North Dakota,2012,3,"540,788   ","393,520   ",72.8,"382,069   ",70.7,"11,451   ",2.9
39,Ohio,2012,3,"9,013,965   ","5,727,867   ",63.5,"5,294,585   ",58.7,"433,282   ",7.6
40,Oklahoma,2012,3,"2,886,108   ","1,789,039   ",62.0,"1,698,086   ",58.8,"90,953   ",5.1
41,Oregon,2012,3,"3,089,178   ","1,980,071   ",64.1,"1,802,745   ",58.4,"177,326   ",9.0
42,Pennsylvania,2012,3,"10,146,344   ","6,422,861   ",63.3,"5,939,931   ",58.5,"482,930   ",7.5
44,Rhode Island,2012,3,"846,901   ","557,571   ",65.8,"498,778   ",58.9,"58,793   ",10.5
45,South Carolina,2012,3,"3,641,843   ","2,186,140   ",60.0,"1,980,232   ",54.4,"205,908   ",9.4
46,South Dakota,2012,3,"629,348   ","446,419   ",70.9,"428,181   ",68.0,"18,238   ",4.1
47,Tennessee,2012,3,"5,006,319   ","3,092,834   ",61.8,"2,843,922   ",56.8,"248,912   ",8.0
48,Texas,2012,3,"19,222,731   ","12,563,758   ",65.4,"11,722,322   ",61.0,"841,436   ",6.7
49,Utah,2012,3,"2,015,192   ","1,335,297   ",66.3,"1,271,263   ",63.1,"64,034   ",4.8
50,Vermont,2012,3,"511,158   ","354,381   ",69.3,"337,236   ",66.0,"17,145   ",4.8
51,Virginia,2012,3,"6,297,993   ","4,214,269   ",66.9,"3,956,965   ",62.8,"257,304   ",6.1
53,Washington,2012,3,"5,360,596   ","3,466,956   ",64.7,"3,192,664   ",59.6,"274,292   ",7.9
54,West Virginia,2012,3,"1,487,710   ","807,907   ",54.3,"750,858   ",50.5,"57,049   ",7.1
55,Wisconsin,2012,3,"4,473,499   ","3,067,746   ",68.6,"2,855,416   ",63.8,"212,330   ",6.9
56,Wyoming,2012,3,"441,895   ","303,990   ",68.8,"287,027   ",65.0,"16,963   ",5.6
1,Alabama,2012,4,"3,740,838   ","2,173,494   ",58.1,"1,991,037   ",53.2,"182,457   ",8.4
2,Alaska,2012,4,"533,893   ","364,174   ",68.2,"337,455   ",63.2,"26,719   ",7.3
4,Arizona,2012,4,"4,989,316   ","3,051,345   ",61.2,"2,791,656   ",56.0,"259,689   ",8.5
5,Arkansas,2012,4,"2,264,414   ","1,355,831   ",59.9,"1,256,764   ",55.5,"99,067   ",7.3
6,California,2012,4,"29,222,479   ","18,449,665   ",63.1,"16,440,520   ",56.3,"2,009,145   ",10.9
8,Colorado,2012,4,"3,978,413   ","2,743,294   ",69.0,"2,516,847   ",63.3,"226,447   ",8.3
9,Connecticut,2012,4,"2,842,175   ","1,899,200   ",66.8,"1,740,242   ",61.2,"158,958   ",8.4
10,Delaware,2012,4,"717,434   ","446,181   ",62.2,"414,769   ",57.8,"31,412   ",7.0
11,District of Columbia,2012,4,"525,740   ","360,448   ",68.6,"327,187   ",62.2,"33,261   ",9.2
12,Florida,2012,4,"15,387,537   ","9,312,582   ",60.5,"8,481,558   ",55.1,"831,024   ",8.9
13,Georgia,2012,4,"7,457,330   ","4,765,619   ",63.9,"4,322,617   ",58.0,"443,002   ",9.3
15,Hawaii,2012,4,"1,063,591   ","650,783   ",61.2,"609,546   ",57.3,"41,237   ",6.3
16,Idaho,2012,4,"1,189,917   ","771,346   ",64.8,"713,010   ",59.9,"58,336   ",7.6
17,Illinois,2012,4,"9,983,758   ","6,574,291   ",65.8,"5,981,264   ",59.9,"593,027   ",9.0
18,Indiana,2012,4,"5,025,264   ","3,172,844   ",63.1,"2,913,076   ",58.0,"259,768   ",8.2
19,Iowa,2012,4,"2,386,148   ","1,660,230   ",69.6,"1,575,227   ",66.0,"85,003   ",5.1
20,Kansas,2012,4,"2,171,582   ","1,489,485   ",68.6,"1,402,934   ",64.6,"86,551   ",5.8
21,Kentucky,2012,4,"3,384,772   ","2,049,721   ",60.6,"1,881,638   ",55.6,"168,083   ",8.2
22,Louisiana,2012,4,"3,497,367   ","2,090,997   ",59.8,"1,945,016   ",55.6,"145,981   ",7.0
23,Maine,2012,4,"1,081,643   ","699,864   ",64.7,"649,294   ",60.0,"50,570   ",7.2
24,Maryland,2012,4,"4,591,610   ","3,110,612   ",67.7,"2,895,918   ",63.1,"214,694   ",6.9
25,Massachusetts,2012,4,"5,339,050   ","3,501,752   ",65.6,"3,267,063   ",61.2,"234,689   ",6.7
26,Michigan,2012,4,"7,783,072   ","4,673,683   ",60.0,"4,250,642   ",54.6,"423,041   ",9.1
27,Minnesota,2012,4,"4,176,493   ","2,942,677   ",70.5,"2,775,106   ",66.4,"167,571   ",5.7
28,Mississippi,2012,4,"2,251,754   ","1,330,658   ",59.1,"1,212,323   ",53.8,"118,335   ",8.9
29,Missouri,2012,4,"4,665,382   ","3,001,221   ",64.3,"2,782,139   ",59.6,"219,082   ",7.3
30,Montana,2012,4,"789,449   ","504,942   ",64.0,"474,995   ",60.2,"29,947   ",5.9
31,Nebraska,2012,4,"1,408,411   ","1,009,179   ",71.7,"969,646   ",68.8,"39,533   ",3.9
32,Nevada,2012,4,"2,116,001   ","1,364,616   ",64.5,"1,200,986   ",56.8,"163,630   ",12.0
33,New Hampshire,2012,4,"1,066,864   ","738,620   ",69.2,"699,082   ",65.5,"39,538   ",5.4
34,New Jersey,2012,4,"6,941,022   ","4,572,964   ",65.9,"4,140,731   ",59.7,"432,233   ",9.5
35,New Mexico,2012,4,"1,591,205   ","926,207   ",58.2,"861,707   ",54.2,"64,500   ",7.0
36,New York,2012,4,"15,545,653   ","9,581,857   ",61.6,"8,742,019   ",56.2,"839,838   ",8.8
37,North Carolina,2012,4,"7,484,721   ","4,694,447   ",62.7,"4,250,182   ",56.8,"444,265   ",9.5
38,North Dakota,2012,4,"541,696   ","394,095   ",72.8,"382,664   ",70.6,"11,431   ",2.9
39,Ohio,2012,4,"9,015,464   ","5,721,910   ",63.5,"5,293,517   ",58.7,"428,393   ",7.5
40,Oklahoma,2012,4,"2,888,262   ","1,790,363   ",62.0,"1,699,795   ",58.9,"90,568   ",5.1
41,Oregon,2012,4,"3,091,529   ","1,975,219   ",63.9,"1,798,555   ",58.2,"176,664   ",8.9
42,Pennsylvania,2012,4,"10,148,660   ","6,431,482   ",63.4,"5,943,284   ",58.6,"488,198   ",7.6
44,Rhode Island,2012,4,"847,217   ","557,728   ",65.8,"499,229   ",58.9,"58,499   ",10.5
45,South Carolina,2012,4,"3,645,476   ","2,186,592   ",60.0,"1,981,691   ",54.4,"204,901   ",9.4
46,South Dakota,2012,4,"629,978   ","446,316   ",70.8,"428,107   ",68.0,"18,209   ",4.1
47,Tennessee,2012,4,"5,010,012   ","3,092,229   ",61.7,"2,843,514   ",56.8,"248,715   ",8.0
48,Texas,2012,4,"19,251,790   ","12,588,954   ",65.4,"11,737,849   ",61.0,"851,105   ",6.8
49,Utah,2012,4,"2,017,934   ","1,338,994   ",66.4,"1,274,152   ",63.1,"64,842   ",4.8
50,Vermont,2012,4,"511,169   ","354,130   ",69.3,"336,947   ",65.9,"17,183   ",4.9
51,Virginia,2012,4,"6,304,108   ","4,210,876   ",66.8,"3,954,894   ",62.7,"255,982   ",6.1
53,Washington,2012,4,"5,366,242   ","3,472,271   ",64.7,"3,196,410   ",59.6,"275,861   ",7.9
54,West Virginia,2012,4,"1,487,732   ","808,217   ",54.3,"750,339   ",50.4,"57,878   ",7.2
55,Wisconsin,2012,4,"4,475,073   ","3,067,471   ",68.5,"2,854,173   ",63.8,"213,298   ",7.0
56,Wyoming,2012,4,"442,538   ","303,802   ",68.6,"286,933   ",64.8,"16,869   ",5.6
1,Alabama,2012,5,"3,742,396   ","2,174,754   ",58.1,"1,992,484   ",53.2,"182,270   ",8.4
2,Alaska,2012,5,"534,483   ","364,032   ",68.1,"337,365   ",63.1,"26,667   ",7.3
4,Arizona,2012,5,"4,995,794   ","3,052,719   ",61.1,"2,794,227   ",55.9,"258,492   ",8.5
5,Arkansas,2012,5,"2,265,279   ","1,353,594   ",59.8,"1,254,657   ",55.4,"98,937   ",7.3
6,California,2012,5,"29,249,074   ","18,457,489   ",63.1,"16,462,781   ",56.3,"1,994,708   ",10.8
8,Colorado,2012,5,"3,984,038   ","2,744,233   ",68.9,"2,518,570   ",63.2,"225,663   ",8.2
9,Connecticut,2012,5,"2,843,391   ","1,893,644   ",66.6,"1,734,363   ",61.0,"159,281   ",8.4
10,Delaware,2012,5,"717,996   ","446,177   ",62.1,"414,524   ",57.7,"31,653   ",7.1
11,District of Columbia,2012,5,"526,649   ","362,204   ",68.8,"329,200   ",62.5,"33,004   ",9.1
12,Florida,2012,5,"15,405,602   ","9,322,199   ",60.5,"8,496,177   ",55.1,"826,022   ",8.9
13,Georgia,2012,5,"7,465,750   ","4,767,757   ",63.9,"4,327,976   ",58.0,"439,781   ",9.2
15,Hawaii,2012,5,"1,064,477   ","650,165   ",61.1,"609,679   ",57.3,"40,486   ",6.2
16,Idaho,2012,5,"1,191,067   ","771,563   ",64.8,"713,524   ",59.9,"58,039   ",7.5
17,Illinois,2012,5,"9,986,723   ","6,576,078   ",65.8,"5,981,247   ",59.9,"594,831   ",9.0
18,Indiana,2012,5,"5,027,375   ","3,166,824   ",63.0,"2,906,905   ",57.8,"259,919   ",8.2
19,Iowa,2012,5,"2,387,179   ","1,658,427   ",69.5,"1,573,642   ",65.9,"84,785   ",5.1
20,Kansas,2012,5,"2,172,714   ","1,488,736   ",68.5,"1,402,661   ",64.6,"86,075   ",5.8
21,Kentucky,2012,5,"3,386,098   ","2,052,837   ",60.6,"1,884,530   ",55.7,"168,307   ",8.2
22,Louisiana,2012,5,"3,499,054   ","2,091,414   ",59.8,"1,946,434   ",55.6,"144,980   ",6.9
23,Maine,2012,5,"1,081,842   ","700,078   ",64.7,"649,263   ",60.0,"50,815   ",7.3
24,Maryland,2012,5,"4,595,395   ","3,113,280   ",67.7,"2,897,677   ",63.1,"215,603   ",6.9
25,Massachusetts,2012,5,"5,343,485   ","3,503,312   ",65.6,"3,267,718   ",61.2,"235,594   ",6.7
26,Michigan,2012,5,"7,785,658   ","4,674,360   ",60.0,"4,250,834   ",54.6,"423,526   ",9.1
27,Minnesota,2012,5,"4,179,146   ","2,942,728   ",70.4,"2,775,088   ",66.4,"167,640   ",5.7
28,Mississippi,2012,5,"2,252,365   ","1,329,787   ",59.0,"1,211,394   ",53.8,"118,393   ",8.9
29,Missouri,2012,5,"4,667,067   ","2,999,746   ",64.3,"2,782,417   ",59.6,"217,329   ",7.2
30,Montana,2012,5,"789,993   ","505,634   ",64.0,"475,624   ",60.2,"30,010   ",5.9
31,Nebraska,2012,5,"1,409,361   ","1,009,977   ",71.7,"970,546   ",68.9,"39,431   ",3.9
32,Nevada,2012,5,"2,118,612   ","1,365,728   ",64.5,"1,202,977   ",56.8,"162,751   ",11.9
33,New Hampshire,2012,5,"1,067,599   ","739,300   ",69.2,"699,017   ",65.5,"40,283   ",5.4
34,New Jersey,2012,5,"6,943,011   ","4,574,098   ",65.9,"4,138,729   ",59.6,"435,369   ",9.5
35,New Mexico,2012,5,"1,591,826   ","926,085   ",58.2,"861,677   ",54.1,"64,408   ",7.0
36,New York,2012,5,"15,551,590   ","9,588,258   ",61.7,"8,744,437   ",56.2,"843,821   ",8.8
37,North Carolina,2012,5,"7,491,999   ","4,699,826   ",62.7,"4,254,632   ",56.8,"445,194   ",9.5
38,North Dakota,2012,5,"542,698   ","394,721   ",72.7,"383,260   ",70.6,"11,461   ",2.9
39,Ohio,2012,5,"9,016,980   ","5,714,684   ",63.4,"5,290,887   ",58.7,"423,797   ",7.4
40,Oklahoma,2012,5,"2,890,509   ","1,791,951   ",62.0,"1,701,275   ",58.9,"90,676   ",5.1
41,Oregon,2012,5,"3,093,887   ","1,970,481   ",63.7,"1,794,592   ",58.0,"175,889   ",8.9
42,Pennsylvania,2012,5,"10,151,079   ","6,440,986   ",63.5,"5,946,445   ",58.6,"494,541   ",7.7
44,Rhode Island,2012,5,"847,482   ","558,373   ",65.9,"500,092   ",59.0,"58,281   ",10.4
45,South Carolina,2012,5,"3,649,358   ","2,187,077   ",59.9,"1,983,929   ",54.4,"203,148   ",9.3
46,South Dakota,2012,5,"630,688   ","446,395   ",70.8,"428,150   ",67.9,"18,245   ",4.1
47,Tennessee,2012,5,"5,013,814   ","3,092,082   ",61.7,"2,843,398   ",56.7,"248,684   ",8.0
48,Texas,2012,5,"19,280,899   ","12,611,625   ",65.4,"11,754,758   ",61.0,"856,867   ",6.8
49,Utah,2012,5,"2,020,773   ","1,342,475   ",66.4,"1,277,306   ",63.2,"65,169   ",4.9
50,Vermont,2012,5,"511,223   ","354,020   ",69.2,"336,755   ",65.9,"17,265   ",4.9
51,Virginia,2012,5,"6,310,753   ","4,208,645   ",66.7,"3,953,818   ",62.7,"254,827   ",6.1
53,Washington,2012,5,"5,372,135   ","3,475,950   ",64.7,"3,198,232   ",59.5,"277,718   ",8.0
54,West Virginia,2012,5,"1,487,780   ","808,594   ",54.3,"749,734   ",50.4,"58,860   ",7.3
55,Wisconsin,2012,5,"4,476,792   ","3,067,402   ",68.5,"2,852,787   ",63.7,"214,615   ",7.0
56,Wyoming,2012,5,"443,188   ","303,711   ",68.5,"286,848   ",64.7,"16,863   ",5.6
1,Alabama,2012,6,"3,744,108   ","2,176,818   ",58.1,"1,995,546   ",53.3,"181,272   ",8.3
2,Alaska,2012,6,"535,035   ","363,960   ",68.0,"337,406   ",63.1,"26,554   ",7.3
4,Arizona,2012,6,"5,002,599   ","3,054,066   ",61.0,"2,797,416   ",55.9,"256,650   ",8.4
5,Arkansas,2012,6,"2,266,248   ","1,351,226   ",59.6,"1,252,563   ",55.3,"98,663   ",7.3
6,California,2012,6,"29,277,450   ","18,468,110   ",63.1,"16,494,261   ",56.3,"1,973,849   ",10.7
8,Colorado,2012,6,"3,989,781   ","2,746,042   ",68.8,"2,521,989   ",63.2,"224,053   ",8.2
9,Connecticut,2012,6,"2,844,747   ","1,887,999   ",66.4,"1,728,720   ",60.8,"159,279   ",8.4
10,Delaware,2012,6,"718,652   ","446,176   ",62.1,"414,378   ",57.7,"31,798   ",7.1
11,District of Columbia,2012,6,"527,554   ","364,042   ",69.0,"331,349   ",62.8,"32,693   ",9.0
12,Florida,2012,6,"15,424,547   ","9,332,286   ",60.5,"8,513,758   ",55.2,"818,528   ",8.8
13,Georgia,2012,6,"7,474,404   ","4,770,468   ",63.8,"4,335,207   ",58.0,"435,261   ",9.1
15,Hawaii,2012,6,"1,065,305   ","649,786   ",61.0,"610,269   ",57.3,"39,517   ",6.1
16,Idaho,2012,6,"1,192,291   ","771,845   ",64.7,"714,218   ",59.9,"57,627   ",7.5
17,Illinois,2012,6,"9,990,366   ","6,579,685   ",65.9,"5,983,696   ",59.9,"595,989   ",9.1
18,Indiana,2012,6,"5,029,844   ","3,163,404   ",62.9,"2,903,332   ",57.7,"260,072   ",8.2
19,Iowa,2012,6,"2,388,331   ","1,657,167   ",69.4,"1,572,697   ",65.8,"84,470   ",5.1
20,Kansas,2012,6,"2,173,881   ","1,488,524   ",68.5,"1,403,130   ",64.5,"85,394   ",5.7
21,Kentucky,2012,6,"3,387,548   ","2,057,041   ",60.7,"1,888,219   ",55.7,"168,822   ",8.2
22,Louisiana,2012,6,"3,500,949   ","2,090,759   ",59.7,"1,947,689   ",55.6,"143,070   ",6.8
23,Maine,2012,6,"1,082,090   ","700,348   ",64.7,"649,429   ",60.0,"50,919   ",7.3
24,Maryland,2012,6,"4,599,386   ","3,116,975   ",67.8,"2,900,940   ",63.1,"216,035   ",6.9
25,Massachusetts,2012,6,"5,348,291   ","3,505,430   ",65.5,"3,269,278   ",61.1,"236,152   ",6.7
26,Michigan,2012,6,"7,788,775   ","4,676,951   ",60.0,"4,253,239   ",54.6,"423,712   ",9.1
27,Minnesota,2012,6,"4,182,116   ","2,944,302   ",70.4,"2,776,517   ",66.4,"167,785   ",5.7
28,Mississippi,2012,6,"2,253,035   ","1,329,476   ",59.0,"1,211,194   ",53.8,"118,282   ",8.9
29,Missouri,2012,6,"4,668,979   ","2,999,577   ",64.2,"2,784,194   ",59.6,"215,383   ",7.2
30,Montana,2012,6,"790,548   ","506,446   ",64.1,"476,486   ",60.3,"29,960   ",5.9
31,Nebraska,2012,6,"1,410,340   ","1,011,216   ",71.7,"971,883   ",68.9,"39,333   ",3.9
32,Nevada,2012,6,"2,121,395   ","1,366,798   ",64.4,"1,205,447   ",56.8,"161,351   ",11.8
33,New Hampshire,2012,6,"1,068,395   ","740,199   ",69.3,"699,309   ",65.5,"40,890   ",5.5
34,New Jersey,2012,6,"6,945,526   ","4,575,467   ",65.9,"4,138,908   ",59.6,"436,559   ",9.5
35,New Mexico,2012,6,"1,592,510   ","926,467   ",58.2,"862,094   ",54.1,"64,373   ",6.9
36,New York,2012,6,"15,558,633   ","9,595,186   ",61.7,"8,751,630   ",56.2,"843,556   ",8.8
37,North Carolina,2012,6,"7,499,266   ","4,708,084   ",62.8,"4,261,249   ",56.8,"446,835   ",9.5
38,North Dakota,2012,6,"543,638   ","395,387   ",72.7,"383,880   ",70.6,"11,507   ",2.9
39,Ohio,2012,6,"9,019,108   ","5,708,474   ",63.3,"5,289,595   ",58.6,"418,879   ",7.3
40,Oklahoma,2012,6,"2,892,866   ","1,793,879   ",62.0,"1,702,959   ",58.9,"90,920   ",5.1
41,Oregon,2012,6,"3,096,538   ","1,966,171   ",63.5,"1,791,433   ",57.9,"174,738   ",8.9
42,Pennsylvania,2012,6,"10,154,135   ","6,450,474   ",63.5,"5,950,829   ",58.6,"499,645   ",7.7
44,Rhode Island,2012,6,"847,845   ","559,379   ",66.0,"501,371   ",59.1,"58,008   ",10.4
45,South Carolina,2012,6,"3,653,250   ","2,187,672   ",59.9,"1,987,341   ",54.4,"200,331   ",9.2
46,South Dakota,2012,6,"631,429   ","446,684   ",70.7,"428,374   ",67.8,"18,310   ",4.1
47,Tennessee,2012,6,"5,017,869   ","3,092,371   ",61.6,"2,844,370   ",56.7,"248,001   ",8.0
48,Texas,2012,6,"19,311,048   ","12,632,078   ",65.4,"11,776,105   ",61.0,"855,973   ",6.8
49,Utah,2012,6,"2,023,694   ","1,345,980   ",66.5,"1,280,955   ",63.3,"65,025   ",4.8
50,Vermont,2012,6,"511,282   ","353,999   ",69.2,"336,688   ",65.9,"17,311   ",4.9
51,Virginia,2012,6,"6,317,350   ","4,208,558   ",66.6,"3,955,368   ",62.6,"253,190   ",6.0
53,Washington,2012,6,"5,378,257   ","3,478,835   ",64.7,"3,199,945   ",59.5,"278,890   ",8.0
54,West Virginia,2012,6,"1,487,910   ","808,884   ",54.4,"749,257   ",50.4,"59,627   ",7.4
55,Wisconsin,2012,6,"4,478,791   ","3,067,586   ",68.5,"2,852,421   ",63.7,"215,165   ",7.0
56,Wyoming,2012,6,"443,886   ","303,733   ",68.4,"286,852   ",64.6,"16,881   ",5.6
1,Alabama,2012,7,"3,745,940   ","2,178,985   ",58.2,"1,999,860   ",53.4,"179,125   ",8.2
2,Alaska,2012,7,"535,584   ","363,887   ",67.9,"337,576   ",63.0,"26,311   ",7.2
4,Arizona,2012,7,"5,009,540   ","3,055,366   ",61.0,"2,801,303   ",55.9,"254,063   ",8.3
5,Arkansas,2012,7,"2,267,294   ","1,348,643   ",59.5,"1,250,599   ",55.2,"98,044   ",7.3
6,California,2012,7,"29,305,807   ","18,479,876   ",63.1,"16,534,689   ",56.4,"1,945,187   ",10.5
8,Colorado,2012,7,"3,995,677   ","2,748,077   ",68.8,"2,526,809   ",63.2,"221,268   ",8.1
9,Connecticut,2012,7,"2,846,179   ","1,882,615   ",66.1,"1,723,907   ",60.6,"158,708   ",8.4
10,Delaware,2012,7,"719,282   ","446,132   ",62.0,"414,347   ",57.6,"31,785   ",7.1
11,District of Columbia,2012,7,"528,514   ","365,996   ",69.3,"333,656   ",63.1,"32,340   ",8.8
12,Florida,2012,7,"15,443,876   ","9,342,026   ",60.5,"8,534,305   ",55.3,"807,721   ",8.6
13,Georgia,2012,7,"7,482,739   ","4,773,009   ",63.8,"4,343,500   ",58.0,"429,509   ",9.0
15,Hawaii,2012,7,"1,066,084   ","649,583   ",60.9,"611,262   ",57.3,"38,321   ",5.9
16,Idaho,2012,7,"1,193,509   ","772,210   ",64.7,"715,144   ",59.9,"57,066   ",7.4
17,Illinois,2012,7,"9,993,695   ","6,583,994   ",65.9,"5,989,315   ",59.9,"594,679   ",9.0
18,Indiana,2012,7,"5,032,436   ","3,162,320   ",62.8,"2,902,854   ",57.7,"259,466   ",8.2
19,Iowa,2012,7,"2,389,557   ","1,656,736   ",69.3,"1,572,880   ",65.8,"83,856   ",5.1
20,Kansas,2012,7,"2,175,109   ","1,488,847   ",68.4,"1,404,335   ",64.6,"84,512   ",5.7
21,Kentucky,2012,7,"3,389,137   ","2,061,588   ",60.8,"1,892,555   ",55.8,"169,033   ",8.2
22,Louisiana,2012,7,"3,502,948   ","2,089,201   ",59.6,"1,949,077   ",55.6,"140,124   ",6.7
23,Maine,2012,7,"1,082,354   ","700,592   ",64.7,"649,809   ",60.0,"50,783   ",7.2
24,Maryland,2012,7,"4,603,555   ","3,121,317   ",67.8,"2,905,634   ",63.1,"215,683   ",6.9
25,Massachusetts,2012,7,"5,353,276   ","3,507,770   ",65.5,"3,271,778   ",61.1,"235,992   ",6.7
26,Michigan,2012,7,"7,792,111   ","4,680,759   ",60.1,"4,257,873   ",54.6,"422,886   ",9.0
27,Minnesota,2012,7,"4,185,165   ","2,947,024   ",70.4,"2,779,521   ",66.4,"167,503   ",5.7
28,Mississippi,2012,7,"2,253,714   ","1,329,451   ",59.0,"1,211,838   ",53.8,"117,613   ",8.8
29,Missouri,2012,7,"4,670,914   ","3,000,439   ",64.2,"2,787,304   ",59.7,"213,135   ",7.1
30,Montana,2012,7,"791,138   ","507,185   ",64.1,"477,470   ",60.4,"29,715   ",5.9
31,Nebraska,2012,7,"1,411,388   ","1,012,787   ",71.8,"973,628   ",69.0,"39,159   ",3.9
32,Nevada,2012,7,"2,124,233   ","1,367,483   ",64.4,"1,208,382   ",56.9,"159,101   ",11.6
33,New Hampshire,2012,7,"1,069,209   ","741,133   ",69.3,"699,912   ",65.5,"41,221   ",5.6
34,New Jersey,2012,7,"6,948,227   ","4,576,629   ",65.9,"4,141,405   ",59.6,"435,224   ",9.5
35,New Mexico,2012,7,"1,593,321   ","927,463   ",58.2,"863,126   ",54.2,"64,337   ",6.9
36,New York,2012,7,"15,566,184   ","9,602,750   ",61.7,"8,764,316   ",56.3,"838,434   ",8.7
37,North Carolina,2012,7,"7,506,733   ","4,718,993   ",62.9,"4,270,883   ",56.9,"448,110   ",9.5
38,North Dakota,2012,7,"544,625   ","396,002   ",72.7,"384,458   ",70.6,"11,544   ",2.9
39,Ohio,2012,7,"9,021,458   ","5,703,982   ",63.2,"5,290,271   ",58.6,"413,711   ",7.3
40,Oklahoma,2012,7,"2,895,161   ","1,795,981   ",62.0,"1,705,012   ",58.9,"90,969   ",5.1
41,Oregon,2012,7,"3,099,215   ","1,962,128   ",63.3,"1,789,026   ",57.7,"173,102   ",8.8
42,Pennsylvania,2012,7,"10,157,546   ","6,458,986   ",63.6,"5,957,166   ",58.6,"501,820   ",7.8
44,Rhode Island,2012,7,"848,183   ","560,517   ",66.1,"502,970   ",59.3,"57,547   ",10.3
45,South Carolina,2012,7,"3,656,645   ","2,188,604   ",59.9,"1,991,994   ",54.5,"196,610   ",9.0
46,South Dakota,2012,7,"632,148   ","447,093   ",70.7,"428,772   ",67.8,"18,321   ",4.1
47,Tennessee,2012,7,"5,022,071   ","3,093,294   ",61.6,"2,847,096   ",56.7,"246,198   ",8.0
48,Texas,2012,7,"19,341,277   ","12,649,825   ",65.4,"11,802,014   ",61.0,"847,811   ",6.7
49,Utah,2012,7,"2,026,680   ","1,349,636   ",66.6,"1,285,107   ",63.4,"64,529   ",4.8
50,Vermont,2012,7,"511,355   ","353,993   ",69.2,"336,722   ",65.8,"17,271   ",4.9
51,Virginia,2012,7,"6,324,085   ","4,210,712   ",66.6,"3,960,179   ",62.6,"250,533   ",5.9
53,Washington,2012,7,"5,384,419   ","3,475,293   ",64.5,"3,203,044   ",59.5,"272,249   ",7.8
54,West Virginia,2012,7,"1,488,109   ","808,914   ",54.4,"748,988   ",50.3,"59,926   ",7.4
55,Wisconsin,2012,7,"4,480,877   ","3,068,026   ",68.5,"2,853,712   ",63.7,"214,314   ",7.0
56,Wyoming,2012,7,"444,553   ","303,794   ",68.3,"286,966   ",64.6,"16,828   ",5.5
1,Alabama,2012,8,"3,748,082   ","2,180,942   ",58.2,"2,004,716   ",53.5,"176,226   ",8.1
2,Alaska,2012,8,"535,878   ","363,879   ",67.9,"337,853   ",63.0,"26,026   ",7.2
4,Arizona,2012,8,"5,016,602   ","3,056,822   ",60.9,"2,805,561   ",55.9,"251,261   ",8.2
5,Arkansas,2012,8,"2,268,387   ","1,346,157   ",59.3,"1,248,907   ",55.1,"97,250   ",7.2
6,California,2012,8,"29,335,993   ","18,494,681   ",63.0,"16,581,684   ",56.5,"1,912,997   ",10.3
